time	DeviceName	AccX(g)	AccY(g)	AccZ(g)	AsX(°/s)	AsY(°/s)	AsZ(°/s)	AngleX(°)	AngleY(°)	AngleZ(°)	HX(uT)	HY(uT)	HZ(uT)	Q0()	Q1()	Q2()	Q3()	Temperature(°C)	Height(m)	Pressure(kPa)	Version()	Battery level(%)
2026-06-17T17:48:22.760	WT901BLE68(F1918F1119D5)	-0.260	-0.960	-0.068	-2.075	16.907	6.042	-93.92	15.37	111.60	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:48:22.862	WT901BLE68(F1918F1119D5)	-0.265	-0.957	-0.071	-2.014	15.625	5.493	-94.50	15.74	110.06	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:48:22.969	WT901BLE68(F1918F1119D5)	-0.271	-0.954	-0.093	-2.014	14.160	4.822	-95.11	16.06	108.47	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:48:23.030	WT901BLE68(F1918F1119D5)	-0.277	-0.951	-0.102	-2.014	13.794	4.456	-95.79	16.40	106.77	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:48:23.160	WT901BLE68(F1918F1119D5)	-0.281	-0.948	-0.114	-2.136	13.855	4.517	-96.45	16.72	105.19	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:48:23.242	WT901BLE68(F1918F1119D5)	-0.286	-0.947	-0.126	-3.113	23.560	6.042	-97.16	16.97	103.50	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:48:23.360	WT901BLE68(F1918F1119D5)	-0.287	-0.942	-0.140	-2.930	19.104	5.493	-97.94	17.22	101.72	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:48:23.462	WT901BLE68(F1918F1119D5)	-0.292	-0.939	-0.151	-2.502	13.428	4.272	-98.74	17.43	99.91	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:48:23.569	WT901BLE68(F1918F1119D5)	-0.293	-0.937	-0.166	-2.991	16.846	4.883	-99.53	17.63	98.22	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:48:23.630	WT901BLE68(F1918F1119D5)	-0.295	-0.934	-0.178	-3.174	15.259	5.005	-100.29	17.78	96.59	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:48:23.761	WT901BLE68(F1918F1119D5)	-0.296	-0.930	-0.188	-2.930	13.611	4.272	-101.09	17.89	94.90	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:48:23.839	WT901BLE68(F1918F1119D5)	-0.301	-0.928	-0.202	-2.747	13.855	3.845	-101.93	18.01	93.21	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:48:23.961	WT901BLE68(F1918F1119D5)	-0.300	-0.922	-0.216	-3.540	19.592	4.639	-102.82	18.08	91.42	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:48:24.063	WT901BLE68(F1918F1119D5)	-0.298	-0.918	-0.232	-4.150	19.409	5.249	-103.71	18.08	89.61	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:48:24.171	WT901BLE68(F1918F1119D5)	-0.299	-0.917	-0.246	-3.479	14.038	4.089	-104.60	18.06	87.83	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:48:24.263	WT901BLE68(F1918F1119D5)	-0.297	-0.913	-0.260	-3.052	13.123	3.418	-105.46	18.03	86.17	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:48:24.379	WT901BLE68(F1918F1119D5)	-0.296	-0.909	-0.277	-4.150	15.564	4.395	-106.42	17.95	84.35	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:48:24.440	WT901BLE68(F1918F1119D5)	-0.292	-0.903	-0.292	-4.150	15.625	4.089	-107.31	17.84	82.66	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:48:24.562	WT901BLE68(F1918F1119D5)	-0.289	-0.899	-0.306	-4.272	14.282	3.967	-108.14	17.74	81.16	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:48:24.662	WT901BLE68(F1918F1119D5)	-0.285	-0.896	-0.321	-3.906	15.015	3.479	-109.06	17.56	79.48	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:48:24.769	WT901BLE68(F1918F1119D5)	-0.283	-0.893	-0.338	-4.822	20.020	4.150	-110.04	17.28	77.59	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:48:24.863	WT901BLE68(F1918F1119D5)	-0.275	-0.886	-0.350	-5.432	18.677	4.333	-110.99	17.00	75.83	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:48:24.979	WT901BLE68(F1918F1119D5)	-0.270	-0.881	-0.364	-4.700	16.602	3.479	-111.88	16.73	74.21	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:48:25.040	WT901BLE68(F1918F1119D5)	-0.264	-0.878	-0.380	-3.906	13.184	2.808	-112.83	16.36	72.46	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:48:25.162	WT901BLE68(F1918F1119D5)	-0.259	-0.870	-0.394	-4.578	15.991	3.052	-113.76	15.97	70.75	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:48:25.265	WT901BLE68(F1918F1119D5)	-0.249	-0.867	-0.412	-5.127	13.794	3.235	-114.60	15.63	69.30	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:48:25.373	WT901BLE68(F1918F1119D5)	-0.242	-0.863	-0.425	-5.127	15.503	2.991	-115.52	15.17	67.65	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:48:25.463	WT901BLE68(F1918F1119D5)	-0.234	-0.857	-0.438	-4.333	15.686	2.441	-116.43	14.68	66.02	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:48:25.579	WT901BLE68(F1918F1119D5)	-0.225	-0.851	-0.450	-4.639	12.756	2.441	-117.34	14.12	64.32	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:48:25.669	WT901BLE68(F1918F1119D5)	-0.213	-0.848	-0.468	-5.371	16.541	2.625	-118.20	13.57	62.76	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:48:25.790	WT901BLE68(F1918F1119D5)	-0.200	-0.848	-0.479	-4.944	15.747	2.380	-119.02	12.99	61.25	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:48:25.864	WT901BLE68(F1918F1119D5)	-0.193	-0.840	-0.494	-4.700	15.747	2.014	-119.89	12.34	59.63	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:48:25.969	WT901BLE68(F1918F1119D5)	-0.180	-0.832	-0.507	-4.578	13.733	1.770	-120.72	11.74	58.22	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:48:26.064	WT901BLE68(F1918F1119D5)	-0.169	-0.828	-0.521	-5.554	16.663	2.075	-121.50	11.09	56.80	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:48:26.209	WT901BLE68(F1918F1119D5)	-0.155	-0.819	-0.530	-5.249	14.771	1.709	-122.27	10.39	55.37	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:48:26.269	WT901BLE68(F1918F1119D5)	-0.143	-0.814	-0.542	-5.493	15.137	1.648	-123.06	9.61	53.88	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:48:26.389	WT901BLE68(F1918F1119D5)	-0.129	-0.811	-0.555	-5.188	17.273	1.465	-123.86	8.81	52.40	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:48:26.450	WT901BLE68(F1918F1119D5)	-0.116	-0.804	-0.567	-5.676	16.785	1.404	-124.61	7.99	50.99	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:48:26.573	WT901BLE68(F1918F1119D5)	-0.098	-0.797	-0.577	-5.493	13.489	1.160	-125.30	7.16	49.64	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:48:26.664	WT901BLE68(F1918F1119D5)	-0.085	-0.792	-0.586	-4.944	12.146	0.977	-125.97	6.43	48.48	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:48:26.779	WT901BLE68(F1918F1119D5)	-0.069	-0.786	-0.599	-5.249	14.709	0.916	-126.67	5.53	47.13	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:48:26.870	WT901BLE68(F1918F1119D5)	-0.053	-0.779	-0.607	-6.287	17.883	0.916	-127.35	4.60	45.81	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:48:26.989	WT901BLE68(F1918F1119D5)	-0.037	-0.774	-0.616	-5.859	16.418	0.671	-127.97	3.73	44.63	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:48:27.050	WT901BLE68(F1918F1119D5)	-0.020	-0.768	-0.626	-5.676	14.893	0.488	-128.60	2.74	43.33	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:48:27.199	WT901BLE68(F1918F1119D5)	-0.002	-0.762	-0.633	-5.371	15.137	0.305	-129.23	1.67	41.98	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:48:27.265	WT901BLE68(F1918F1119D5)	0.015	-0.755	-0.640	-6.287	16.602	0.244	-129.81	0.66	40.78	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:48:27.379	WT901BLE68(F1918F1119D5)	0.032	-0.748	-0.646	-5.859	16.541	0.061	-130.35	-0.25	39.72	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:48:27.470	WT901BLE68(F1918F1119D5)	0.051	-0.743	-0.653	-4.028	11.475	0.000	-130.82	-1.24	38.62	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:48:27.589	WT901BLE68(F1918F1119D5)	0.067	-0.737	-0.655	-3.845	11.963	-0.122	-131.20	-2.13	37.65	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:48:27.680	WT901BLE68(F1918F1119D5)	0.080	-0.737	-0.666	-3.235	11.108	-0.061	-131.52	-2.92	36.83	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:48:27.799	WT901BLE68(F1918F1119D5)	0.094	-0.730	-0.663	-3.906	13.184	0.000	-131.82	-3.77	35.95	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:48:27.865	WT901BLE68(F1918F1119D5)	0.110	-0.725	-0.664	-4.028	13.672	-0.305	-132.11	-4.69	35.00	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:48:27.979	WT901BLE68(F1918F1119D5)	0.125	-0.719	-0.665	-3.784	13.123	-0.427	-132.37	-5.57	34.13	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:48:28.071	WT901BLE68(F1918F1119D5)	0.139	-0.713	-0.668	-3.113	12.512	-0.366	-132.64	-6.44	33.29	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:48:28.189	WT901BLE68(F1918F1119D5)	0.157	-0.709	-0.669	-3.540	13.489	-0.488	-132.88	-7.40	32.36	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:48:28.279	WT901BLE68(F1918F1119D5)	0.175	-0.707	-0.669	-3.235	11.536	-0.549	-133.11	-8.38	31.43	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:48:28.399	WT901BLE68(F1918F1119D5)	0.187	-0.702	-0.670	-3.479	10.559	-0.671	-133.31	-9.22	30.67	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:48:28.466	WT901BLE68(F1918F1119D5)	0.198	-0.700	-0.671	-3.418	12.024	-0.793	-133.54	-10.13	29.86	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:48:28.610	WT901BLE68(F1918F1119D5)	0.216	-0.696	-0.669	-3.235	12.024	-0.732	-133.72	-11.01	29.08	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:48:28.671	WT901BLE68(F1918F1119D5)	0.232	-0.689	-0.670	-3.296	10.376	-0.854	-133.92	-11.92	28.28	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:48:28.789	WT901BLE68(F1918F1119D5)	0.246	-0.685	-0.672	-2.930	11.597	-0.732	-134.08	-12.74	27.59	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:48:28.880	WT901BLE68(F1918F1119D5)	0.264	-0.681	-0.667	-4.150	13.855	-1.221	-134.21	-13.89	26.57	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:48:28.999	WT901BLE68(F1918F1119D5)	0.285	-0.675	-0.665	-2.625	10.132	-0.793	-134.32	-14.89	25.70	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:48:29.089	WT901BLE68(F1918F1119D5)	0.300	-0.670	-0.664	-3.235	10.803	-1.099	-134.45	-15.80	24.94	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:48:29.209	WT901BLE68(F1918F1119D5)	0.314	-0.667	-0.661	-3.052	11.658	-1.099	-134.54	-16.80	24.10	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:48:29.272	WT901BLE68(F1918F1119D5)	0.331	-0.661	-0.655	-3.296	13.000	-1.282	-134.62	-17.75	23.30	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:48:29.389	WT901BLE68(F1918F1119D5)	0.346	-0.655	-0.656	-2.869	10.071	-1.221	-134.72	-18.69	22.55	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:48:29.480	WT901BLE68(F1918F1119D5)	0.362	-0.652	-0.653	-3.296	13.000	-1.404	-134.79	-19.63	21.80	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:48:29.599	WT901BLE68(F1918F1119D5)	0.378	-0.649	-0.648	-2.747	11.536	-1.282	-134.84	-20.63	21.00	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:48:29.689	WT901BLE68(F1918F1119D5)	0.393	-0.643	-0.646	-2.747	9.521	-1.343	-134.85	-21.57	20.24	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:48:29.810	WT901BLE68(F1918F1119D5)	0.404	-0.636	-0.639	-2.991	10.376	-1.526	-134.91	-22.48	19.53	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:48:29.874	WT901BLE68(F1918F1119D5)	0.423	-0.632	-0.633	-2.441	11.169	-1.221	-134.84	-23.62	18.57	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:48:30.020	WT901BLE68(F1918F1119D5)	0.439	-0.627	-0.627	-2.686	9.827	-1.526	-134.82	-24.63	17.75	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:48:30.079	WT901BLE68(F1918F1119D5)	0.454	-0.622	-0.622	-2.563	8.667	-1.587	-134.79	-25.59	17.00	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:48:30.199	WT901BLE68(F1918F1119D5)	0.471	-0.616	-0.615	-3.235	13.367	-2.014	-134.74	-26.61	16.18	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:48:30.289	WT901BLE68(F1918F1119D5)	0.483	-0.616	-0.608	-2.747	11.536	-1.770	-134.64	-27.65	15.34	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:48:30.410	WT901BLE68(F1918F1119D5)	0.499	-0.609	-0.600	-2.991	11.353	-2.075	-134.57	-28.62	14.57	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:48:30.499	WT901BLE68(F1918F1119D5)	0.513	-0.606	-0.595	-2.319	11.108	-1.648	-134.48	-29.58	13.83	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:48:30.619	WT901BLE68(F1918F1119D5)	0.530	-0.598	-0.586	-2.686	10.925	-2.014	-134.34	-30.57	13.01	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:48:30.679	WT901BLE68(F1918F1119D5)	0.544	-0.591	-0.576	-2.441	11.475	-1.892	-134.21	-31.58	12.21	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:48:30.799	WT901BLE68(F1918F1119D5)	0.560	-0.588	-0.569	-2.686	11.108	-2.136	-134.09	-32.49	11.49	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:48:30.889	WT901BLE68(F1918F1119D5)	0.575	-0.583	-0.559	-2.808	13.489	-2.380	-133.82	-33.69	10.45	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:48:31.010	WT901BLE68(F1918F1119D5)	0.591	-0.578	-0.548	-2.747	12.085	-2.441	-133.55	-34.76	9.51	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:48:31.099	WT901BLE68(F1918F1119D5)	0.604	-0.572	-0.538	-2.625	9.888	-2.502	-133.29	-35.85	8.58	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:48:31.220	WT901BLE68(F1918F1119D5)	0.620	-0.566	-0.529	-2.136	10.864	-2.014	-133.06	-36.79	7.78	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:48:31.309	WT901BLE68(F1918F1119D5)	0.631	-0.564	-0.519	-2.319	11.169	-2.319	-132.77	-37.83	6.88	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:48:31.430	WT901BLE68(F1918F1119D5)	0.643	-0.557	-0.507	-2.197	12.085	-2.258	-132.45	-38.81	6.00	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:48:31.489	WT901BLE68(F1918F1119D5)	0.657	-0.553	-0.499	-2.258	10.681	-2.441	-132.14	-39.77	5.15	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:48:31.611	WT901BLE68(F1918F1119D5)	0.670	-0.546	-0.486	-2.136	12.573	-2.380	-131.77	-40.80	4.20	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:48:31.699	WT901BLE68(F1918F1119D5)	0.686	-0.541	-0.475	-2.441	12.146	-2.930	-131.34	-41.84	3.21	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:48:31.819	WT901BLE68(F1918F1119D5)	0.696	-0.535	-0.463	-1.953	10.315	-2.441	-130.96	-42.81	2.30	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:48:31.909	WT901BLE68(F1918F1119D5)	0.712	-0.529	-0.444	-2.319	13.367	-2.930	-130.39	-43.92	1.15	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:48:32.030	WT901BLE68(F1918F1119D5)	0.722	-0.525	-0.435	-1.953	11.230	-2.625	-129.84	-44.98	0.04	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:48:32.089	WT901BLE68(F1918F1119D5)	0.736	-0.521	-0.419	-2.014	13.428	-2.869	-129.28	-45.97	-1.03	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:48:32.209	WT901BLE68(F1918F1119D5)	0.748	-0.514	-0.404	-1.892	11.475	-2.808	-128.64	-47.02	-2.18	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:48:32.299	WT901BLE68(F1918F1119D5)	0.758	-0.510	-0.391	-1.648	11.902	-2.625	-128.01	-47.96	-3.27	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:48:32.419	WT901BLE68(F1918F1119D5)	0.770	-0.504	-0.375	-1.709	12.634	-2.808	-127.27	-49.00	-4.53	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:48:32.540	WT901BLE68(F1918F1119D5)	0.777	-0.499	-0.362	-1.404	9.216	-2.441	-126.60	-49.93	-5.64	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:48:32.630	WT901BLE68(F1918F1119D5)	0.790	-0.492	-0.350	-1.709	11.536	-3.174	-125.90	-50.87	-6.78	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:48:32.689	WT901BLE68(F1918F1119D5)	0.800	-0.489	-0.337	-1.404	9.949	-2.747	-125.12	-51.80	-7.99	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:48:32.840	WT901BLE68(F1918F1119D5)	0.806	-0.483	-0.313	-1.953	15.991	-3.723	-124.00	-52.90	-9.64	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:48:32.899	WT901BLE68(F1918F1119D5)	0.818	-0.477	-0.299	-1.343	12.085	-2.747	-123.09	-53.82	-10.98	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:48:33.019	WT901BLE68(F1918F1119D5)	0.829	-0.472	-0.286	-1.343	12.512	-2.930	-122.08	-54.71	-12.39	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:48:33.109	WT901BLE68(F1918F1119D5)	0.839	-0.467	-0.267	-0.977	11.108	-2.258	-120.78	-55.72	-14.16	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:48:33.230	WT901BLE68(F1918F1119D5)	0.847	-0.463	-0.253	-1.038	8.789	-2.747	-119.71	-56.55	-15.61	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:48:33.319	WT901BLE68(F1918F1119D5)	0.853	-0.455	-0.236	-1.160	12.268	-3.235	-118.44	-57.46	-17.29	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:48:33.440	WT901BLE68(F1918F1119D5)	0.864	-0.449	-0.215	-1.099	10.315	-2.930	-117.20	-58.28	-18.89	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:48:33.499	WT901BLE68(F1918F1119D5)	0.867	-0.443	-0.201	-1.099	11.414	-3.296	-115.85	-59.12	-20.61	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:48:33.620	WT901BLE68(F1918F1119D5)	0.874	-0.440	-0.183	-0.854	11.780	-2.991	-114.47	-59.91	-22.33	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:48:33.710	WT901BLE68(F1918F1119D5)	0.881	-0.434	-0.165	-0.854	11.963	-2.991	-112.63	-60.79	-24.58	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:48:33.830	WT901BLE68(F1918F1119D5)	0.888	-0.429	-0.146	-0.793	15.137	-2.808	-110.86	-61.55	-26.71	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:48:33.920	WT901BLE68(F1918F1119D5)	0.896	-0.421	-0.125	-0.854	14.038	-3.479	-108.82	-62.33	-29.14	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:48:34.040	WT901BLE68(F1918F1119D5)	0.901	-0.417	-0.107	-0.671	13.123	-3.052	-106.68	-63.06	-31.65	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:48:34.099	WT901BLE68(F1918F1119D5)	0.905	-0.411	-0.089	-0.671	14.526	-3.540	-104.52	-63.74	-34.16	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:48:34.220	WT901BLE68(F1918F1119D5)	0.911	-0.405	-0.071	-0.427	10.986	-3.052	-102.45	-64.35	-36.53	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:48:34.309	WT901BLE68(F1918F1119D5)	0.913	-0.399	-0.053	-0.488	12.268	-3.235	-100.32	-64.90	-38.94	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:48:34.430	WT901BLE68(F1918F1119D5)	0.917	-0.395	-0.032	-0.366	10.315	-3.052	-97.69	-65.47	-41.90	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:48:34.519	WT901BLE68(F1918F1119D5)	0.919	-0.390	-0.015	-0.366	12.573	-3.357	-95.11	-65.95	-44.76	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:48:34.640	WT901BLE68(F1918F1119D5)	0.923	-0.383	0.005	-0.183	8.362	-2.930	-92.61	-66.39	-47.53	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:48:34.730	WT901BLE68(F1918F1119D5)	0.926	-0.378	0.018	-0.183	13.428	-2.869	-90.26	-66.75	-50.10	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:48:34.861	WT901BLE68(F1918F1119D5)	0.925	-0.372	0.043	-0.122	13.062	-3.235	-86.66	-67.09	-54.04	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:48:34.910	WT901BLE68(F1918F1119D5)	0.927	-0.366	0.067	-0.061	9.888	-2.991	-83.66	-67.32	-57.33	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:48:35.030	WT901BLE68(F1918F1119D5)	0.932	-0.361	0.083	0.000	10.620	-3.174	-80.78	-67.53	-60.44	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:48:35.119	WT901BLE68(F1918F1119D5)	0.930	-0.355	0.106	0.061	11.536	-2.563	-77.68	-67.63	-63.79	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:48:35.240	WT901BLE68(F1918F1119D5)	0.927	-0.351	0.127	0.122	14.160	-3.479	-74.26	-67.63	-67.47	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:48:35.330	WT901BLE68(F1918F1119D5)	0.929	-0.343	0.149	0.305	10.986	-3.418	-71.16	-67.62	-70.80	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:48:35.461	WT901BLE68(F1918F1119D5)	0.928	-0.338	0.170	0.305	12.573	-3.235	-67.99	-67.51	-74.18	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:48:35.510	WT901BLE68(F1918F1119D5)	0.925	-0.333	0.189	0.244	11.169	-2.563	-64.93	-67.35	-77.44	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:48:35.630	WT901BLE68(F1918F1119D5)	0.923	-0.327	0.206	0.366	10.925	-2.991	-62.18	-67.15	-80.35	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:48:35.719	WT901BLE68(F1918F1119D5)	0.921	-0.322	0.224	0.366	15.442	-2.930	-59.22	-66.87	-83.48	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:48:35.840	WT901BLE68(F1918F1119D5)	0.920	-0.317	0.244	0.549	14.099	-3.052	-56.26	-66.47	-86.63	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:48:35.929	WT901BLE68(F1918F1119D5)	0.914	-0.313	0.266	0.671	12.390	-3.174	-53.14	-65.96	-89.96	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:48:36.062	WT901BLE68(F1918F1119D5)	0.911	-0.306	0.286	0.671	10.071	-2.930	-50.76	-65.53	-92.47	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:48:36.139	WT901BLE68(F1918F1119D5)	0.908	-0.300	0.305	0.793	11.108	-3.357	-48.27	-65.04	-95.09	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:48:36.262	WT901BLE68(F1918F1119D5)	0.902	-0.292	0.324	0.793	12.878	-2.930	-45.73	-64.42	-97.77	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:48:36.319	WT901BLE68(F1918F1119D5)	0.896	-0.291	0.343	1.038	11.536	-3.174	-43.25	-63.74	-100.37	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:48:36.440	WT901BLE68(F1918F1119D5)	0.892	-0.284	0.365	0.916	10.498	-2.808	-41.02	-63.06	-102.71	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:48:36.530	WT901BLE68(F1918F1119D5)	0.886	-0.277	0.383	1.099	11.902	-3.113	-38.96	-62.34	-104.86	null	null	null	null	null	null	null	null	null	null	13115	100
