time	DeviceName	AccX(g)	AccY(g)	AccZ(g)	AsX(°/s)	AsY(°/s)	AsZ(°/s)	AngleX(°)	AngleY(°)	AngleZ(°)	HX(uT)	HY(uT)	HZ(uT)	Q0()	Q1()	Q2()	Q3()	Temperature(°C)	Height(m)	Pressure(kPa)	Version()	Battery level(%)
2026-06-17T17:48:36.662	WT901BLE68(F1918F1119D5)	0.879	-0.271	0.407	1.038	11.780	-2.808	-36.98	-61.61	-106.94	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:48:36.740	WT901BLE68(F1918F1119D5)	0.872	-0.265	0.421	1.282	14.221	-3.113	-35.13	-60.85	-108.86	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:48:36.862	WT901BLE68(F1918F1119D5)	0.863	-0.259	0.444	1.099	13.489	-2.563	-33.26	-59.94	-110.83	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:48:36.920	WT901BLE68(F1918F1119D5)	0.856	-0.254	0.461	1.465	12.695	-3.052	-31.62	-59.05	-112.55	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:48:37.040	WT901BLE68(F1918F1119D5)	0.848	-0.249	0.483	1.465	10.681	-2.930	-29.98	-58.19	-114.24	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:48:37.129	WT901BLE68(F1918F1119D5)	0.838	-0.244	0.499	1.404	12.939	-2.808	-28.45	-57.25	-115.83	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:48:37.250	WT901BLE68(F1918F1119D5)	0.828	-0.238	0.521	1.404	11.353	-2.625	-26.88	-56.17	-117.48	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:48:37.340	WT901BLE68(F1918F1119D5)	0.818	-0.231	0.534	1.404	9.766	-2.380	-25.66	-55.34	-118.72	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:48:37.463	WT901BLE68(F1918F1119D5)	0.811	-0.226	0.554	1.709	11.841	-2.808	-24.40	-54.44	-120.00	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:48:37.565	WT901BLE68(F1918F1119D5)	0.798	-0.223	0.566	1.465	13.367	-2.380	-23.16	-53.38	-121.26	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:48:37.673	WT901BLE68(F1918F1119D5)	0.789	-0.217	0.587	1.709	11.841	-2.563	-22.02	-52.37	-122.42	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:48:37.729	WT901BLE68(F1918F1119D5)	0.778	-0.210	0.606	1.770	10.498	-2.380	-20.92	-51.30	-123.54	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:48:37.850	WT901BLE68(F1918F1119D5)	0.763	-0.206	0.625	1.404	9.216	-1.892	-19.84	-50.10	-124.65	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:48:37.940	WT901BLE68(F1918F1119D5)	0.751	-0.199	0.641	1.465	10.498	-1.892	-18.83	-48.98	-125.67	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:48:38.063	WT901BLE68(F1918F1119D5)	0.738	-0.194	0.657	2.014	12.146	-2.441	-17.91	-47.89	-126.59	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:48:38.150	WT901BLE68(F1918F1119D5)	0.726	-0.188	0.676	2.136	11.963	-2.441	-17.01	-46.87	-127.46	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:48:38.270	WT901BLE68(F1918F1119D5)	0.710	-0.183	0.696	1.953	11.780	-2.197	-16.19	-45.75	-128.27	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:48:38.329	WT901BLE68(F1918F1119D5)	0.696	-0.176	0.709	2.014	12.939	-2.136	-15.40	-44.71	-129.02	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:48:38.450	WT901BLE68(F1918F1119D5)	0.685	-0.170	0.723	2.014	8.850	-2.014	-14.73	-43.81	-129.63	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:48:38.539	WT901BLE68(F1918F1119D5)	0.670	-0.164	0.737	2.197	13.672	-2.197	-14.01	-42.73	-128.71	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:48:38.664	WT901BLE68(F1918F1119D5)	0.655	-0.160	0.749	2.014	11.169	-1.892	-13.33	-41.58	-127.02	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:48:38.750	WT901BLE68(F1918F1119D5)	0.639	-0.152	0.763	2.686	14.648	-2.319	-12.66	-40.49	-125.43	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:48:38.873	WT901BLE68(F1918F1119D5)	0.628	-0.149	0.777	2.441	11.536	-2.014	-12.00	-39.24	-123.96	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:48:38.966	WT901BLE68(F1918F1119D5)	0.612	-0.146	0.794	2.808	13.245	-2.136	-11.35	-37.97	-122.59	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:48:39.111	WT901BLE68(F1918F1119D5)	0.589	-0.139	0.811	2.380	11.169	-1.831	-10.73	-36.68	-121.32	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:48:39.140	WT901BLE68(F1918F1119D5)	0.574	-0.133	0.821	2.686	11.414	-1.892	-10.19	-35.60	-120.06	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:48:39.264	WT901BLE68(F1918F1119D5)	0.557	-0.128	0.834	2.014	13.794	-1.404	-9.65	-34.40	-118.92	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:48:39.350	WT901BLE68(F1918F1119D5)	0.540	-0.123	0.847	2.441	13.062	-1.587	-9.13	-33.12	-117.84	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:48:39.471	WT901BLE68(F1918F1119D5)	0.521	-0.118	0.861	2.502	11.230	-1.587	-8.62	-31.93	-116.84	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:48:39.566	WT901BLE68(F1918F1119D5)	0.506	-0.112	0.870	2.197	9.521	-1.343	-8.18	-30.98	-115.85	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:48:39.679	WT901BLE68(F1918F1119D5)	0.486	-0.105	0.883	2.747	12.268	-1.526	-7.66	-29.69	-115.04	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:48:39.739	WT901BLE68(F1918F1119D5)	0.458	-0.102	0.900	3.479	15.747	-1.770	-7.21	-28.28	-114.26	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:48:39.865	WT901BLE68(F1918F1119D5)	0.438	-0.094	0.909	3.113	13.550	-1.526	-6.73	-27.03	-113.55	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:48:39.950	WT901BLE68(F1918F1119D5)	0.421	-0.089	0.919	2.441	13.062	-1.099	-6.30	-25.77	-112.89	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:48:40.074	WT901BLE68(F1918F1119D5)	0.402	-0.085	0.926	2.747	13.062	-1.160	-5.88	-24.50	-112.29	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:48:40.166	WT901BLE68(F1918F1119D5)	0.381	-0.078	0.935	2.441	9.521	-0.977	-5.50	-23.37	-111.73	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:48:40.280	WT901BLE68(F1918F1119D5)	0.366	-0.073	0.943	3.052	12.451	-1.160	-5.12	-22.28	-111.26	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:48:40.372	WT901BLE68(F1918F1119D5)	0.348	-0.070	0.947	2.563	11.719	-0.854	-4.74	-21.09	-110.86	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:48:40.489	WT901BLE68(F1918F1119D5)	0.329	-0.063	0.957	3.113	12.390	-0.977	-4.36	-19.86	-110.53	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:48:40.550	WT901BLE68(F1918F1119D5)	0.309	-0.057	0.964	2.747	11.047	-0.854	-3.98	-18.78	-110.26	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:48:40.672	WT901BLE68(F1918F1119D5)	0.293	-0.053	0.967	2.991	14.587	-0.793	-3.65	-17.61	-110.04	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:48:40.767	WT901BLE68(F1918F1119D5)	0.268	-0.047	0.976	3.296	15.076	-0.793	-3.27	-16.14	-109.91	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:48:40.880	WT901BLE68(F1918F1119D5)	0.245	-0.041	0.982	3.174	13.123	-0.671	-2.93	-14.87	-109.82	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:48:40.972	WT901BLE68(F1918F1119D5)	0.223	-0.035	0.989	3.174	15.808	-0.549	-2.59	-13.63	-109.81	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:48:41.090	WT901BLE68(F1918F1119D5)	0.202	-0.031	0.993	2.747	14.343	-0.427	-2.28	-12.41	-109.85	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:48:41.150	WT901BLE68(F1918F1119D5)	0.180	-0.026	0.995	3.479	15.015	-0.488	-1.94	-11.16	-109.95	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:48:41.269	WT901BLE68(F1918F1119D5)	0.157	-0.019	1.001	2.625	11.658	-0.305	-1.62	-10.04	-110.11	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:48:41.368	WT901BLE68(F1918F1119D5)	0.136	-0.012	1.009	3.296	12.817	-0.305	-1.29	-8.87	-110.36	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:48:41.481	WT901BLE68(F1918F1119D5)	0.118	-0.010	1.006	3.174	12.329	-0.244	-0.98	-7.65	-110.70	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:48:41.570	WT901BLE68(F1918F1119D5)	0.092	-0.002	1.006	3.174	10.864	-0.122	-0.66	-6.38	-111.16	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:48:41.689	WT901BLE68(F1918F1119D5)	0.072	0.002	1.012	2.930	14.404	-0.061	-0.33	-5.06	-111.73	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:48:41.779	WT901BLE68(F1918F1119D5)	0.049	0.006	1.015	3.052	14.343	0.000	-0.03	-3.83	-112.39	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:48:41.899	WT901BLE68(F1918F1119D5)	0.024	0.013	1.016	2.869	12.146	0.000	0.29	-2.53	-113.20	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:48:41.968	WT901BLE68(F1918F1119D5)	0.008	0.018	1.014	3.052	10.437	0.000	0.58	-1.51	-114.15	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:48:42.079	WT901BLE68(F1918F1119D5)	-0.017	0.023	1.017	3.235	11.230	0.000	0.91	-0.29	-115.16	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:48:42.169	WT901BLE68(F1918F1119D5)	-0.032	0.027	1.012	3.113	13.184	0.000	1.20	0.81	-116.36	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:48:42.290	WT901BLE68(F1918F1119D5)	-0.054	0.032	1.013	3.174	12.146	0.244	1.53	2.00	-117.69	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:48:42.379	WT901BLE68(F1918F1119D5)	-0.074	0.039	1.009	2.625	12.573	0.305	1.82	3.16	-119.20	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:48:42.499	WT901BLE68(F1918F1119D5)	-0.094	0.044	1.012	3.601	11.780	0.427	2.15	4.31	-120.85	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:48:42.560	WT901BLE68(F1918F1119D5)	-0.113	0.049	1.007	3.174	12.085	0.488	2.47	5.50	-122.67	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:48:42.679	WT901BLE68(F1918F1119D5)	-0.137	0.054	1.005	2.441	11.292	0.427	2.78	6.81	-124.60	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:48:42.769	WT901BLE68(F1918F1119D5)	-0.162	0.059	0.998	2.502	10.925	0.549	3.10	8.07	-126.74	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:48:42.889	WT901BLE68(F1918F1119D5)	-0.183	0.065	0.995	3.052	11.292	0.671	3.41	9.28	-129.13	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:48:42.981	WT901BLE68(F1918F1119D5)	-0.205	0.071	0.994	2.747	9.888	0.671	3.75	10.46	-131.69	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:48:43.099	WT901BLE68(F1918F1119D5)	-0.223	0.076	0.987	3.052	12.268	0.854	4.06	11.51	-134.38	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:48:43.189	WT901BLE68(F1918F1119D5)	-0.242	0.082	0.982	3.174	13.977	0.977	4.41	12.72	-137.07	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:48:43.311	WT901BLE68(F1918F1119D5)	-0.262	0.085	0.977	3.174	10.742	0.977	4.73	13.86	-139.87	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:48:43.370	WT901BLE68(F1918F1119D5)	-0.281	0.091	0.970	2.930	11.108	1.038	5.10	14.99	-142.69	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:48:43.489	WT901BLE68(F1918F1119D5)	-0.299	0.096	0.963	2.563	10.437	0.977	5.44	16.19	-145.54	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:48:43.580	WT901BLE68(F1918F1119D5)	-0.327	0.102	0.958	3.540	14.832	1.404	5.83	17.72	-148.36	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:48:43.699	WT901BLE68(F1918F1119D5)	-0.343	0.105	0.949	2.869	10.132	1.160	6.16	18.77	-151.30	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:48:43.789	WT901BLE68(F1918F1119D5)	-0.368	0.113	0.942	3.174	14.343	1.404	6.55	20.04	-154.20	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:48:43.911	WT901BLE68(F1918F1119D5)	-0.388	0.118	0.930	2.747	13.367	1.343	6.93	21.29	-157.08	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:48:43.969	WT901BLE68(F1918F1119D5)	-0.407	0.123	0.923	2.991	11.230	1.526	7.31	22.45	-159.90	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:48:44.089	WT901BLE68(F1918F1119D5)	-0.419	0.128	0.913	2.075	11.047	1.160	7.70	23.47	-162.70	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:48:44.180	WT901BLE68(F1918F1119D5)	-0.442	0.115	0.902	1.831	34.912	1.404	8.11	25.15	-165.31	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:48:44.300	WT901BLE68(F1918F1119D5)	-0.474	0.139	0.891	2.197	15.320	1.526	8.59	26.47	-167.93	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:48:44.389	WT901BLE68(F1918F1119D5)	-0.488	0.143	0.879	2.136	12.024	1.404	9.01	27.56	-170.51	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:48:44.510	WT901BLE68(F1918F1119D5)	-0.510	0.150	0.865	2.869	16.235	2.014	9.49	28.96	-172.94	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:48:44.599	WT901BLE68(F1918F1119D5)	-0.525	0.154	0.854	2.686	13.550	1.953	9.96	30.20	-175.31	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:48:44.720	WT901BLE68(F1918F1119D5)	-0.542	0.159	0.842	2.502	9.949	1.831	10.47	31.45	-177.56	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:48:44.780	WT901BLE68(F1918F1119D5)	-0.558	0.164	0.829	2.380	12.085	1.770	10.91	32.45	-179.82	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:48:44.899	WT901BLE68(F1918F1119D5)	-0.579	0.171	0.816	2.625	12.207	2.136	11.46	33.70	178.11	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:48:44.989	WT901BLE68(F1918F1119D5)	-0.595	0.175	0.800	2.258	10.681	1.892	12.00	34.88	176.13	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:48:45.109	WT901BLE68(F1918F1119D5)	-0.607	0.181	0.785	2.686	12.756	2.441	12.58	36.01	174.29	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:48:45.199	WT901BLE68(F1918F1119D5)	-0.625	0.187	0.773	2.258	11.780	2.258	13.17	37.19	172.55	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:48:45.319	WT901BLE68(F1918F1119D5)	-0.640	0.188	0.760	2.258	12.451	2.197	13.77	38.35	170.92	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:48:45.379	WT901BLE68(F1918F1119D5)	-0.655	0.196	0.741	2.075	13.245	2.136	14.40	39.47	169.44	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:48:45.499	WT901BLE68(F1918F1119D5)	-0.668	0.203	0.729	2.258	14.099	2.502	15.05	40.58	168.12	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:48:45.590	WT901BLE68(F1918F1119D5)	-0.684	0.206	0.713	1.953	11.597	2.197	15.75	41.80	166.99	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:48:45.710	WT901BLE68(F1918F1119D5)	-0.699	0.211	0.693	1.831	11.047	2.136	16.42	42.92	165.93	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:48:45.801	WT901BLE68(F1918F1119D5)	-0.713	0.213	0.683	2.075	12.268	2.563	17.22	44.02	165.08	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:48:45.920	WT901BLE68(F1918F1119D5)	-0.729	0.222	0.664	2.075	10.742	2.563	17.98	45.12	164.32	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:48:46.010	WT901BLE68(F1918F1119D5)	-0.743	0.228	0.646	2.075	12.695	2.686	18.86	46.24	163.76	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:48:46.130	WT901BLE68(F1918F1119D5)	-0.753	0.232	0.629	1.709	10.681	2.319	19.65	47.20	163.20	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:48:46.219	WT901BLE68(F1918F1119D5)	-0.766	0.238	0.614	1.831	14.160	2.747	20.57	48.27	162.86	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:48:46.310	WT901BLE68(F1918F1119D5)	-0.774	0.242	0.594	1.709	12.268	2.625	21.50	49.32	162.63	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:48:46.399	WT901BLE68(F1918F1119D5)	-0.791	0.248	0.576	1.587	11.353	2.563	22.63	50.58	162.71	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:48:46.519	WT901BLE68(F1918F1119D5)	-0.800	0.253	0.560	1.343	8.179	2.258	23.62	51.52	162.69	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:48:46.610	WT901BLE68(F1918F1119D5)	-0.810	0.258	0.541	1.648	12.390	2.869	24.72	52.54	162.84	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:48:46.730	WT901BLE68(F1918F1119D5)	-0.821	0.263	0.522	1.343	12.207	2.625	26.01	53.63	163.28	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:48:46.791	WT901BLE68(F1918F1119D5)	-0.829	0.268	0.505	1.648	12.329	3.235	27.18	54.50	163.63	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:48:46.910	WT901BLE68(F1918F1119D5)	-0.839	0.272	0.487	1.404	13.794	2.991	28.54	55.47	164.25	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:48:47.000	WT901BLE68(F1918F1119D5)	-0.847	0.278	0.466	1.404	12.390	3.052	29.90	56.42	164.92	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:48:47.121	WT901BLE68(F1918F1119D5)	-0.854	0.282	0.448	1.404	12.573	3.235	31.39	57.32	165.78	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:48:47.209	WT901BLE68(F1918F1119D5)	-0.861	0.289	0.429	1.160	12.207	2.930	32.81	58.12	166.60	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:48:47.330	WT901BLE68(F1918F1119D5)	-0.873	0.295	0.410	1.282	13.000	3.418	34.65	59.12	167.94	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:48:47.419	WT901BLE68(F1918F1119D5)	-0.879	0.300	0.382	1.099	13.672	3.113	36.40	60.00	169.22	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:48:47.540	WT901BLE68(F1918F1119D5)	-0.882	0.304	0.364	1.221	14.404	3.784	38.28	60.79	170.66	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:48:47.600	WT901BLE68(F1918F1119D5)	-0.891	0.311	0.349	0.977	12.878	3.296	40.35	61.63	172.34	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:48:47.720	WT901BLE68(F1918F1119D5)	-0.899	0.314	0.324	0.977	13.550	3.479	42.57	62.42	174.23	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:48:47.810	WT901BLE68(F1918F1119D5)	-0.902	0.320	0.303	0.793	11.230	3.052	44.69	63.09	176.02	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:48:47.930	WT901BLE68(F1918F1119D5)	-0.904	0.323	0.286	0.732	12.268	3.174	46.80	63.68	177.82	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:48:48.019	WT901BLE68(F1918F1119D5)	-0.908	0.329	0.266	0.610	10.071	2.747	49.16	64.26	179.92	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:48:48.140	WT901BLE68(F1918F1119D5)	-0.913	0.334	0.247	0.671	10.864	3.174	51.53	64.78	-177.94	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:48:48.200	WT901BLE68(F1918F1119D5)	-0.916	0.339	0.228	0.610	12.512	3.540	54.00	65.23	-175.66	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:48:48.320	WT901BLE68(F1918F1119D5)	-0.918	0.345	0.204	0.427	9.216	2.502	56.98	65.79	-172.80	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:48:48.409	WT901BLE68(F1918F1119D5)	-0.921	0.350	0.181	0.427	12.390	3.296	60.22	66.24	-169.63	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:48:48.530	WT901BLE68(F1918F1119D5)	-0.921	0.355	0.162	0.305	10.620	2.991	63.06	66.56	-166.89	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:48:48.620	WT901BLE68(F1918F1119D5)	-0.921	0.360	0.141	0.305	13.977	3.540	66.20	66.81	-163.81	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:48:48.740	WT901BLE68(F1918F1119D5)	-0.920	0.365	0.121	0.122	11.597	2.991	69.29	67.02	-160.74	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:48:48.829	WT901BLE68(F1918F1119D5)	-0.927	0.370	0.100	0.122	14.771	3.784	72.44	67.14	-157.58	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:48:48.950	WT901BLE68(F1918F1119D5)	-0.923	0.377	0.078	0.000	11.841	3.174	75.01	67.12	-155.06	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:48:49.010	WT901BLE68(F1918F1119D5)	-0.924	0.381	0.057	0.000	13.245	3.540	78.22	67.11	-151.84	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:48:49.130	WT901BLE68(F1918F1119D5)	-0.919	0.385	0.037	-0.061	15.442	3.357	81.49	67.02	-148.51	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:48:49.219	WT901BLE68(F1918F1119D5)	-0.918	0.392	0.014	-0.122	14.343	3.967	84.61	66.86	-145.29	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:48:49.340	WT901BLE68(F1918F1119D5)	-0.916	0.397	-0.008	-0.244	14.160	3.174	87.80	66.60	-141.99	null	null	null	null	null	null	null	null	null	null	13115	100
